1 533 1
1 1391 1
1 1421 1
1 1826 1
1 915 1
1 1540 1
1 541 1
1 1461 1
1 1717 1
1 283 1
1 329 0
1 1045 0
1 1923 0
1 168 0
1 4 0
1 22 0
1 810 0
1 1729 0
1 895 0
1 1357 0
1 1525 0
1 1089 0
1 438 0
1 807 0
1 1820 0
1 1079 0
1 519 0
1 975 0
1 1307 0
1 130 0
2 1782 1
2 1846 1
2 746 1
2 1459 1
2 86 1
2 333 1
2 1190 1
2 1785 1
2 325 1
2 1840 1
2 1506 0
2 1051 0
2 1832 0
2 367 0
2 921 0
2 1561 0
2 980 0
2 1044 0
2 750 0
2 1720 0
2 105 0
2 52 0
2 1580 0
2 856 0
2 399 0
2 1129 0
2 1095 0
2 953 0
2 1881 0
2 772 0
3 133 1
3 1108 1
3 1200 1
3 755 1
3 352 1
3 700 1
3 769 1
3 714 1
3 366 1
3 486 1
3 215 0
3 181 0
3 934 0
3 1844 0
3 1154 0
3 1275 0
3 86 0
3 683 0
3 1770 0
3 808 0
3 1181 0
3 1609 0
3 196 0
3 1032 0
3 999 0
3 1188 0
3 1641 0
3 60 0
3 1187 0
3 536 0
4 116 1
4 119 1
4 123 1
4 115 1
4 749 1
4 483 1
4 124 1
4 129 1
4 741 1
4 430 1
4 794 0
4 520 0
4 1395 0
4 619 0
4 1307 0
4 1256 0
4 677 0
4 1388 0
4 1669 0
4 684 0
4 1527 0
4 1138 0
4 469 0
4 1071 0
4 409 0
4 1415 0
4 90 0
4 96 0
4 901 0
4 230 0
5 1577 1
5 440 1
5 626 1
5 855 1
5 125 1
5 804 1
5 1101 1
5 625 1
5 787 1
5 1457 1
5 1426 0
5 948 0
5 1293 0
5 652 0
5 1336 0
5 1860 0
5 297 0
5 453 0
5 283 0
5 150 0
5 22 0
5 178 0
5 1440 0
5 250 0
5 1190 0
5 1211 0
5 909 0
5 1071 0
5 39 0
5 1855 0
6 101 1
6 912 1
6 813 1
6 111 1
6 1120 1
6 1049 1
6 106 1
6 303 1
6 112 1
6 577 1
6 308 0
6 1323 0
6 1068 0
6 996 0
6 870 0
6 1423 0
6 62 0
6 1906 0
6 759 0
6 609 0
6 1157 0
6 767 0
6 1779 0
6 324 0
6 732 0
6 536 0
6 1212 0
6 985 0
6 1579 0
6 100 0
7 1062 1
7 521 1
7 1596 1
7 971 1
7 1416 1
7 1164 1
7 567 1
7 1064 1
7 1063 1
7 614 1
7 1719 0
7 1736 0
7 647 0
7 1701 0
7 1237 0
7 1848 0
7 423 0
7 1570 0
7 75 0
7 164 0
7 1781 0
7 1431 0
7 20 0
7 1643 0
7 1606 0
7 359 0
7 1223 0
7 629 0
7 1281 0
7 1363 0
8 259 1
8 1430 1
8 427 1
8 1229 1
8 1615 1
8 1422 1
8 782 1
8 1397 1
8 1183 1
8 1545 1
8 85 0
8 94 0
8 1111 0
8 1218 0
8 1290 0
8 1898 0
8 1391 0
8 1722 0
8 1444 0
8 178 0
8 272 0
8 731 0
8 1452 0
8 362 0
8 1132 0
8 1072 0
8 668 0
8 1627 0
8 779 0
8 1232 0
9 664 1
9 1448 1
9 1385 1
9 786 1
9 731 1
9 561 1
9 667 1
9 141 1
9 1458 1
9 1077 1
9 1289 0
9 1559 0
9 1094 0
9 1042 0
9 1901 0
9 1701 0
9 233 0
9 1344 0
9 1685 0
9 1872 0
9 676 0
9 868 0
9 177 0
9 52 0
9 627 0
9 1625 0
9 1900 0
9 1187 0
9 1894 0
9 1615 0
10 1456 1
10 1237 1
10 730 1
10 1681 1
10 412 1
10 1069 1
10 1171 1
10 1079 1
10 423 1
10 1136 1
10 1543 0
10 1910 0
10 394 0
10 865 0
10 1045 0
10 59 0
10 17 0
10 1550 0
10 1587 0
10 1134 0
10 992 0
10 1730 0
10 974 0
10 1616 0
10 891 0
10 526 0
10 1657 0
10 657 0
10 885 0
10 1819 0
11 208 1
11 940 1
11 1188 1
11 556 1
11 128 1
11 475 1
11 764 1
11 415 1
11 417 1
11 187 1
11 1653 0
11 1059 0
11 187 0
11 275 0
11 425 0
11 18 0
11 1771 0
11 1800 0
11 902 0
11 1307 0
11 1329 0
11 331 0
11 250 0
11 1460 0
11 493 0
11 1385 0
11 366 0
11 1752 0
11 1743 0
11 926 0
12 411 1
12 453 1
12 81 1
12 693 1
12 162 1
12 318 1
12 337 1
12 492 1
12 978 1
12 475 1
12 166 0
12 1020 0
12 1144 0
12 1908 0
12 1368 0
12 1671 0
12 482 0
12 1492 0
12 12 0
12 1748 0
12 816 0
12 341 0
12 615 0
12 453 0
12 492 0
12 685 0
12 1326 0
12 1044 0
12 837 0
12 682 0
13 1270 1
13 648 1
13 1129 1
13 76 1
13 1442 1
13 996 1
13 586 1
13 1426 1
13 1555 1
13 1193 1
13 1817 0
13 1796 0
13 550 0
13 1568 0
13 1831 0
13 147 0
13 1698 0
13 1820 0
13 301 0
13 60 0
13 1603 0
13 691 0
13 1454 0
13 46 0
13 102 0
13 901 0
13 1532 0
13 1333 0
13 175 0
13 490 0
14 747 1
14 431 1
14 957 1
14 467 1
14 339 1
14 682 1
14 1012 1
14 161 1
14 710 1
14 1036 1
14 961 0
14 203 0
14 76 0
14 1494 0
14 1078 0
14 1432 0
14 292 0
14 1668 0
14 1385 0
14 261 0
14 1779 0
14 879 0
14 1279 0
14 304 0
14 1562 0
14 818 0
14 478 0
14 173 0
14 1237 0
14 551 0
15 672 1
15 428 1
15 1521 1
15 1059 1
15 1356 1
15 632 1
15 72 1
15 1235 1
15 1526 1
15 1015 1
15 274 0
15 39 0
15 1602 0
15 386 0
15 1677 0
15 1493 0
15 318 0
15 1797 0
15 1238 0
15 229 0
15 354 0
15 825 0
15 1353 0
15 1832 0
15 530 0
15 467 0
15 186 0
15 936 0
15 56 0
15 888 0
16 643 1
16 1539 1
16 1846 1
16 941 1
16 1808 1
16 1748 1
16 137 1
16 1868 1
16 1437 1
16 1843 1
16 942 0
16 512 0
16 1373 0
16 579 0
16 1206 0
16 556 0
16 1641 0
16 1120 0
16 1255 0
16 387 0
16 713 0
16 1240 0
16 1342 0
16 550 0
16 469 0
16 1882 0
16 861 0
16 1816 0
16 446 0
16 509 0
17 1214 1
17 869 1
17 436 1
17 1118 1
17 1563 1
17 437 1
17 195 1
17 822 1
17 194 1
17 1656 1
17 138 0
17 1592 0
17 393 0
17 670 0
17 1332 0
17 1911 0
17 1235 0
17 130 0
17 564 0
17 339 0
17 711 0
17 226 0
17 1443 0
17 455 0
17 223 0
17 1797 0
17 1019 0
17 736 0
17 615 0
17 771 0
18 450 1
18 448 1
18 961 1
18 637 1
18 618 1
18 79 1
18 947 1
18 557 1
18 464 1
18 699 1
18 593 0
18 350 0
18 1320 0
18 1394 0
18 21 0
18 1724 0
18 1701 0
18 1379 0
18 199 0
18 886 0
18 885 0
18 878 0
18 1652 0
18 1792 0
18 1603 0
18 1056 0
18 1353 0
18 1211 0
18 1373 0
18 1343 0
19 715 1
19 910 1
19 421 1
19 993 1
19 572 1
19 1250 1
19 493 1
19 691 1
19 649 1
19 867 1
19 716 0
19 1194 0
19 991 0
19 24 0
19 878 0
19 1857 0
19 1512 0
19 596 0
19 852 0
19 1555 0
19 1476 0
19 696 0
19 1912 0
19 1183 0
19 11 0
19 689 0
19 1329 0
19 932 0
19 1197 0
19 431 0
20 1400 1
20 1336 1
20 1664 1
20 1433 1
20 1684 1
20 956 1
20 1663 1
20 1424 1
20 1323 1
20 1666 1
20 1754 0
20 201 0
20 282 0
20 1910 0
20 1781 0
20 881 0
20 182 0
20 1686 0
20 1058 0
20 670 0
20 688 0
20 1852 0
20 167 0
20 1431 0
20 1564 0
20 1167 0
20 1238 0
20 1689 0
20 1845 0
20 897 0
21 828 1
21 408 1
21 376 1
21 280 1
21 166 1
21 198 1
21 180 1
21 202 1
21 883 1
21 837 1
21 455 0
21 259 0
21 1736 0
21 1794 0
21 1021 0
21 883 0
21 1481 0
21 1584 0
21 1730 0
21 1333 0
21 197 0
21 743 0
21 278 0
21 626 0
21 482 0
21 1334 0
21 69 0
21 556 0
21 1099 0
21 1374 0
22 295 1
22 897 1
22 666 1
22 871 1
22 180 1
22 266 1
22 898 1
22 528 1
22 400 1
22 883 1
22 1571 0
22 1804 0
22 1676 0
22 1305 0
22 577 0
22 626 0
22 114 0
22 789 0
22 1288 0
22 603 0
22 751 0
22 1128 0
22 1225 0
22 1341 0
22 1905 0
22 1105 0
22 1147 0
22 17 0
22 700 0
22 1371 0
23 560 1
23 1058 1
23 1006 1
23 476 1
23 394 1
23 182 1
23 64 1
23 238 1
23 1116 1
23 584 1
23 860 0
23 1016 0
23 986 0
23 1738 0
23 316 0
23 1713 0
23 195 0
23 292 0
23 1579 0
23 346 0
23 615 0
23 514 0
23 410 0
23 406 0
23 1009 0
23 1652 0
23 1601 0
23 194 0
23 1127 0
23 312 0
24 1620 1
24 1341 1
24 1076 1
24 1355 1
24 1692 1
24 1228 1
24 1580 1
24 1306 1
24 1654 1
24 1208 1
24 349 0
24 1612 0
24 903 0
24 466 0
24 492 0
24 1752 0
24 71 0
24 1516 0
24 931 0
24 1516 0
24 318 0
24 412 0
24 1888 0
24 217 0
24 107 0
24 1850 0
24 277 0
24 1604 0
24 930 0
24 640 0
25 1279 1
25 1883 1
25 1806 1
25 1013 1
25 1383 1
25 1801 1
25 73 1
25 31 1
25 1328 1
25 1481 1
25 1008 0
25 1507 0
25 1684 0
25 522 0
25 1089 0
25 507 0
25 1857 0
25 191 0
25 266 0
25 392 0
25 129 0
25 1507 0
25 1014 0
25 259 0
25 1358 0
25 721 0
25 1626 0
25 375 0
25 888 0
25 93 0
26 864 1
26 1562 1
26 727 1
26 373 1
26 1074 1
26 738 1
26 890 1
26 306 1
26 321 1
26 138 1
26 234 0
26 71 0
26 1654 0
26 850 0
26 1619 0
26 49 0
26 1451 0
26 1310 0
26 1756 0
26 1489 0
26 489 0
26 1364 0
26 32 0
26 649 0
26 844 0
26 958 0
26 1471 0
26 1040 0
26 1917 0
26 1845 0
27 624 1
27 1550 1
27 685 1
27 1184 1
27 1296 1
27 1180 1
27 1531 1
27 854 1
27 1765 1
27 765 1
27 1020 0
27 465 0
27 1824 0
27 267 0
27 1910 0
27 1599 0
27 1697 0
27 1736 0
27 1081 0
27 94 0
27 1375 0
27 125 0
27 1015 0
27 833 0
27 312 0
27 1286 0
27 1715 0
27 682 0
27 1 0
27 1468 0
28 1381 1
28 983 1
28 987 1
28 990 1
28 84 1
28 903 1
28 1144 1
28 342 1
28 555 1
28 531 1
28 348 0
28 1425 0
28 536 0
28 761 0
28 38 0
28 1693 0
28 1069 0
28 699 0
28 1723 0
28 1402 0
28 1744 0
28 134 0
28 990 0
28 1919 0
28 906 0
28 1230 0
28 1903 0
28 1042 0
28 33 0
28 1131 0
29 204 1
29 662 1
29 1089 1
29 1105 1
29 232 1
29 543 1
29 195 1
29 749 1
29 54 1
29 959 1
29 1455 0
29 545 0
29 1103 0
29 667 0
29 1532 0
29 1437 0
29 936 0
29 1318 0
29 1856 0
29 212 0
29 385 0
29 297 0
29 1398 0
29 1130 0
29 55 0
29 1641 0
29 459 0
29 1064 0
29 1484 0
29 948 0
30 581 1
30 968 1
30 564 1
30 335 1
30 197 1
30 178 1
30 350 1
30 1070 1
30 434 1
30 999 1
30 741 0
30 952 0
30 620 0
30 13 0
30 777 0
30 550 0
30 1246 0
30 1485 0
30 499 0
30 1281 0
30 1705 0
30 688 0
30 498 0
30 1700 0
30 1098 0
30 548 0
30 223 0
30 595 0
30 1911 0
30 395 0
31 37 1
31 1005 1
31 357 1
31 707 1
31 260 1
31 262 1
31 706 1
31 633 1
31 1321 1
31 300 1
31 966 0
31 389 0
31 109 0
31 1397 0
31 254 0
31 229 0
31 1251 0
31 1222 0
31 1695 0
31 1002 0
31 480 0
31 1713 0
31 1443 0
31 283 0
31 182 0
31 1485 0
31 1155 0
31 945 0
31 395 0
31 1074 0
32 1542 1
32 1686 1
32 1660 1
32 647 1
32 98 1
32 1639 1
32 1662 1
32 1586 1
32 589 1
32 1856 1
32 1353 0
32 459 0
32 619 0
32 1596 0
32 449 0
32 1827 0
32 1853 0
32 1417 0
32 1341 0
32 363 0
32 29 0
32 571 0
32 1360 0
32 1301 0
32 1636 0
32 1400 0
32 1227 0
32 544 0
32 287 0
32 1103 0
33 454 1
33 1155 1
33 1322 1
33 1271 1
33 1212 1
33 858 1
33 1395 1
33 743 1
33 1494 1
33 1314 1
33 982 0
33 1049 0
33 142 0
33 1118 0
33 1188 0
33 1353 0
33 763 0
33 1392 0
33 212 0
33 166 0
33 574 0
33 310 0
33 931 0
33 1111 0
33 343 0
33 1555 0
33 1003 0
33 1028 0
33 1924 0
33 948 0
34 1887 1
34 1187 1
34 1874 1
34 1678 1
34 1519 1
34 1450 1
34 1685 1
34 1829 1
34 1820 1
34 1389 1
34 1009 0
34 335 0
34 1456 0
34 915 0
34 1303 0
34 1899 0
34 259 0
34 1284 0
34 648 0
34 944 0
34 310 0
34 786 0
34 674 0
34 698 0
34 747 0
34 7 0
34 603 0
34 791 0
34 1440 0
34 915 0
35 30 1
35 94 1
35 383 1
35 1277 1
35 1267 1
35 382 1
35 424 1
35 1502 1
